Esportes;Fácil;Quantos jogadores um time de futebol tem em campo?;9;10;11;12;C;Um time de futebol tem 11 jogadores em campo.
Esportes;Fácil;Qual país venceu a Copa do Mundo de 2002?;Alemanha;Brasil;França;Itália;B;O Brasil venceu a Copa de 2002, realizada no Japão e Coreia do Sul.
Esportes;Fácil;Qual esporte é praticado na NBA?;Beisebol;Futebol;Basquete;Hóquei;C;A NBA é a principal liga de basquete dos Estados Unidos.
Esportes;Fácil;Quantos pontos vale um gol no futebol?;1;2;3;4;A;No futebol, cada gol equivale a 1 ponto.
Esportes;Fácil;Qual país é sede da Fórmula 1 com o circuito de Mônaco?;França;Itália;Mônaco;Espanha;C;O Grande Prêmio de Mônaco acontece nas ruas do principado homônimo.
Esportes;Fácil;Qual esporte utiliza tacos e uma pequena bola branca?;Tênis;Críquete;Beisebol;Golfe;D;O golfe é praticado com tacos e uma bola branca.
Esportes;Fácil;Quantos sets são necessários para vencer uma partida de tênis masculino em Grand Slams?;1;2;3;5;D;Em Grand Slams, os jogos masculinos são melhor de 5 sets.
Esportes;Fácil;Qual país é famoso pelo sumô?;China;Japão;Coreia do Sul;Tailândia;B;O sumô é um esporte tradicional japonês.
Esportes;Fácil;Em qual esporte se destaca Usain Bolt?;Natação;Atletismo;Ciclismo;Judô;B;Usain Bolt é recordista mundial dos 100m e 200m rasos.
Esportes;Fácil;Qual é a cor da camisa do líder do Tour de France?;Azul;Verde;Amarela;Branca;C;A camisa amarela é usada pelo líder geral da competição.
Esportes;Fácil;Qual esporte é praticado com raquetes e uma peteca?;Tênis;Squash;Badminton;Tênis de mesa;C;O badminton é jogado com uma peteca que deve ser lançada sobre a rede.
Esportes;Fácil;Qual animal é símbolo da Ferrari na Fórmula 1?;Leão;Águia;Cavalo;Touro;C;A Ferrari tem como símbolo um cavalo rampante.
Esportes;Fácil;Qual jogador de futebol é apelidado de 'O Fenômeno'?;Pelé;Zidane;Ronaldo;Ronaldinho;C;Ronaldo Nazário ficou conhecido como 'O Fenômeno'.
Esportes;Fácil;Quantos jogadores compõem um time de vôlei em quadra?;4;5;6;7;C;Um time de vôlei joga com 6 atletas em quadra.
Esportes;Fácil;Qual é o esporte principal nos Jogos Olímpicos de Inverno?;Natação;Esqui;Futebol;Atletismo;B;O esqui é um dos principais esportes de inverno.
Esportes;Fácil;Em qual esporte se usa uma bola oval?;Basquete;Rúgbi;Tênis;Vôlei;B;O rúgbi é jogado com uma bola oval.
Esportes;Fácil;Quem é considerado o rei do futebol?;Maradona;Messi;Pelé;Cristiano Ronaldo;C;Pelé é amplamente reconhecido como o Rei do Futebol.
Esportes;Fácil;Qual é o país de origem do futebol?;Itália;Brasil;Inglaterra;Espanha;C;O futebol moderno surgiu na Inglaterra.
Esportes;Fácil;Qual jogador é conhecido como 'La Pulga'?;Mbappé;Messi;Neymar;Modric;B;Lionel Messi é apelidado de 'La Pulga'.
Esportes;Fácil;Qual desses esportes é praticado em uma piscina?;Atletismo;Basquete;Natação;Tênis;C;A natação é uma das modalidades olímpicas mais tradicionais.
Esportes;Fácil;Qual é o nome do torneio mais importante do tênis mundial?;Copa Davis;Wimbledon;Roland Garros;US Open;B;Wimbledon é o mais antigo e tradicional dos torneios de tênis.
Esportes;Fácil;Qual país é famoso por sua paixão pelo críquete?;Brasil;Índia;Canadá;França;B;A Índia é uma das maiores potências do críquete.
Esportes;Fácil;Qual é o nome do troféu dado ao campeão da NBA?;Super Bowl;Taça Libertadores;Troféu Larry O'Brien;Copa Davis;C;O troféu Larry O'Brien é entregue ao campeão da NBA.
Esportes;Fácil;Qual é o nome da principal competição de clubes da América do Sul?;Copa América;Libertadores;Sul-Americana;Brasileirão;B;A Copa Libertadores é o torneio mais importante de clubes da América do Sul.
Esportes;Fácil;Em qual esporte se destaca o brasileiro Gabriel Medina?;Surfe;Tênis;Ciclismo;Skate;A;Gabriel Medina é bicampeão mundial de surfe.
Esportes;Fácil;Quantos tempos tem uma partida de basquete?;2;3;4;1;C;O basquete é dividido em quatro tempos de 10 ou 12 minutos.
Esportes;Fácil;Qual é o país sede do torneio de tênis Roland Garros?;Itália;Inglaterra;Espanha;França;D;O torneio é disputado em Paris, na França.
Esportes;Fácil;Qual esporte é jogado na MLB?;Basquete;Hóquei;Beisebol;Futebol Americano;C;A Major League Baseball (MLB) é a liga de beisebol dos EUA.
Esportes;Fácil;Qual é o nome do estádio do Barcelona?;Santiago Bernabéu;San Siro;Camp Nou;Old Trafford;C;O Camp Nou é o estádio do FC Barcelona.
Esportes;Fácil;Quem é o maior campeão da Fórmula 1 em número de títulos?;Ayrton Senna;Lewis Hamilton;Michael Schumacher;Sebastian Vettel;C;Michael Schumacher e Lewis Hamilton dividem o recorde com 7 títulos.
Esportes;Fácil;Qual desses esportes é praticado com rede e bola?;Judô;Tênis de mesa;Ciclismo;Atletismo;B;O tênis de mesa é jogado com raquetes e uma bola sobre uma pequena rede.
Esportes;Fácil;Quantos pontos vale uma cesta comum no basquete?;1;2;3;4;B;Uma cesta feita dentro da área vale 2 pontos.
Esportes;Fácil;Qual é o nome do torneio de futebol disputado de 4 em 4 anos entre seleções?;Eurocopa;Libertadores;Copa do Mundo;Champions League;C;A Copa do Mundo é organizada pela FIFA a cada 4 anos.
Esportes;Fácil;Qual é o nome do jogador conhecido por comemorar com o salto 'Siiii'?;Messi;Mbappé;Cristiano Ronaldo;Neymar;C;Cristiano Ronaldo é famoso por sua comemoração 'Siiii'.
Esportes;Fácil;Em que esporte se destacam as seleções All Blacks e Springboks?;Hóquei;Vôlei;Rúgbi;Handebol;C;All Blacks (Nova Zelândia) e Springboks (África do Sul) são do rúgbi.
Esportes;Fácil;Qual ginasta brasileira ganhou medalha olímpica em 2020?;Rebeca Andrade;Daiane dos Santos;Flávia Saraiva;Lais Souza;A;Rebeca Andrade ganhou ouro e prata em Tóquio 2020.
Esportes;Fácil;Quantos jogadores tem uma equipe de futebol de salão (futsal) em quadra?;4;5;6;7;B;O futsal é jogado com 5 jogadores de cada lado.
Esportes;Fácil;Qual é o nome do maior torneio de clubes da Europa?;Copa do Mundo;Eurocopa;Champions League;Liga das Nações;C;A Champions League é o principal torneio entre clubes europeus.
Esportes;Fácil;Qual desses esportes exige uso de raquete?;Judô;Basquete;Tênis;Futebol;C;Tênis é jogado com raquete e bola.
Esportes;Fácil;Qual é o país natal do ex-jogador de futebol Zinedine Zidane?;Itália;Espanha;França;Alemanha;C;Zidane nasceu na França e brilhou na Copa de 1998.
Esportes;Fácil;O que um árbitro usa para expulsar um jogador?;Apito;Cartão vermelho;Cartão azul;Bandeira;B;O cartão vermelho indica expulsão do jogo.
Esportes;Fácil;Qual é o esporte em que se disputa o Super Bowl?;Beisebol;Basquete;Futebol Americano;Hóquei;C;O Super Bowl é a final da liga de futebol americano dos EUA.
Esportes;Fácil;Qual esporte é disputado nas quadras de Wimbledon?;Tênis;Futebol;Handebol;Squash;A;Wimbledon é um dos quatro torneios de Grand Slam do tênis.
