Música;Fácil;Quem é conhecido como o 'Rei do Pop'?;Elvis Presley;Michael Jackson;Prince;Justin Timberlake;B;Michael Jackson é conhecido mundialmente como o Rei do Pop.
Música;Fácil;Qual banda lançou a música 'Yellow'?;Coldplay;Oasis;The Strokes;Arctic Monkeys;A;'Yellow' foi um dos primeiros grandes sucessos da banda Coldplay.
Música;Fácil;Quem canta a música 'Hips Don’t Lie'?;Beyoncé;Shakira;Anitta;Rihanna;B;Shakira lançou 'Hips Don’t Lie' em 2006, tornando-se um hit mundial.
Música;Fácil;Qual é o nome do cantor do hit 'Blinding Lights'?;The Weeknd;Drake;Post Malone;Usher;A;'Blinding Lights' é uma das músicas mais populares de The Weeknd.
Música;Fácil;Quem é a cantora da música 'Rolling in the Deep'?;Adele;Demi Lovato;Lana Del Rey;Lady Gaga;A;'Rolling in the Deep' é um dos maiores sucessos de Adele.
Música;Fácil;Qual dessas bandas é britânica?;Coldplay;Maroon 5;Imagine Dragons;OneRepublic;A;Coldplay é uma banda britânica formada em 1996.
Música;Fácil;Qual desses artistas é brasileiro?;Ed Sheeran;Shawn Mendes;Anitta;Dua Lipa;C;Anitta é uma cantora brasileira com carreira internacional.
Música;Fácil;Quem canta 'New Rules'?;Dua Lipa;Billie Eilish;Doja Cat;SZA;A;'New Rules' ajudou a impulsionar a carreira de Dua Lipa.
Música;Fácil;Qual é o nome verdadeiro de Lady Gaga?;Stefani Germanotta;Alecia Moore;Katheryn Hudson;Robyn Fenty;A;Stefani Joanne Angelina Germanotta é o nome real de Lady Gaga.
Música;Fácil;Qual cantor ficou famoso com a música 'Perfect'?;Charlie Puth;Ed Sheeran;Sam Smith;Harry Styles;B;'Perfect' é uma balada romântica lançada por Ed Sheeran em 2017.
Música;Fácil;Quem canta o hit 'Peaches' com Justin Bieber?;Shawn Mendes;Daniel Caesar;Khalid;Giveon;B;Daniel Caesar colabora com Justin Bieber e Giveon no hit 'Peaches'.
Música;Fácil;Qual banda lançou o álbum 'AM'?;Arctic Monkeys;The 1975;Franz Ferdinand;The Killers;A;'AM' é o álbum mais conhecido do Arctic Monkeys, lançado em 2013.
Música;Fácil;Quem canta a música 'drivers license'?;Billie Eilish;Olivia Rodrigo;Sabrina Carpenter;Taylor Swift;B;Olivia Rodrigo lançou 'drivers license' em 2021, se tornando viral.
Música;Fácil;Quem canta 'Thank U, Next'?;Doja Cat;Camila Cabello;Ariana Grande;SZA;C;'Thank U, Next' foi um sucesso de empoderamento lançado por Ariana Grande.
Música;Fácil;Qual cantor tem o álbum chamado '=' (Equals)?;Ed Sheeran;Harry Styles;Justin Timberlake;Zayn;A;Ed Sheeran lançou '=' em 2021, com músicas como 'Shivers' e 'Bad Habits'.
Música;Fácil;Quem canta 'Dance Monkey'?;Tones and I;Billie Eilish;Ava Max;Bebe Rexha;A;'Dance Monkey' foi o hit que lançou Tones and I ao sucesso mundial.
Música;Fácil;Qual dessas artistas canta 'Good 4 U'?;Olivia Rodrigo;Lorde;Tate McRae;Lana Del Rey;A;'Good 4 U' combina pop punk e teen pop no álbum de estreia de Olivia Rodrigo.
Música;Fácil;Quem é o vocalista do Imagine Dragons?;Dan Reynolds;Brendon Urie;Alex Turner;Josh Dun;A;Dan Reynolds fundou o Imagine Dragons em 2008.
Música;Fácil;Qual é o nome do álbum de estreia da Billie Eilish?;Happier Than Ever;Don't Smile at Me;When We All Fall Asleep, Where Do We Go?;Ocean Eyes;C;Esse álbum venceu vários Grammys e consolidou Billie Eilish.
Música;Fácil;Quem canta 'Break My Heart'?;Dua Lipa;Adele;Doja Cat;Normani;A;'Break My Heart' é um dos singles do álbum 'Future Nostalgia' de Dua Lipa.
Música;Fácil;Qual desses artistas é canadense?;Drake;Shawn Mendes;Justin Bieber;Todos os anteriores;D;Drake, Shawn Mendes e Justin Bieber são artistas canadenses.
Música;Fácil;Quem canta 'Stay' com The Kid LAROI?;Post Malone;Justin Bieber;Charlie Puth;Lauv;B;'Stay' é um dueto entre The Kid LAROI e Justin Bieber.
Música;Fácil;Quem canta 'As It Was'?;Harry Styles;Ed Sheeran;Zayn;Louis Tomlinson;A;'As It Was' é o grande hit solo de Harry Styles em 2022.
Música;Fácil;Quem lançou o álbum 'Future Nostalgia'?;Dua Lipa;Doja Cat;Billie Eilish;Katy Perry;A;'Future Nostalgia' é um álbum premiado lançado por Dua Lipa.
Música;Fácil;Qual cantora ficou famosa com 'bad guy'?;Avril Lavigne;Billie Eilish;Selena Gomez;Sia;B;'bad guy' foi um dos maiores sucessos da Billie Eilish.
Música;Fácil;Qual é o nome verdadeiro da Beyoncé?;Robyn Fenty;Onika Tanya Maraj;Beyoncé Knowles;Stefani Germanotta;C;O nome completo da Beyoncé é Beyoncé Giselle Knowles.
Música;Fácil;Quem canta 'Levitating'?;Dua Lipa;Cardi B;Ariana Grande;Bebe Rexha;A;'Levitating' é uma das faixas de maior sucesso de Dua Lipa.
Música;Fácil;Qual banda canta 'Counting Stars'?;Coldplay;Maroon 5;OneRepublic;Imagine Dragons;C;'Counting Stars' é o maior hit da banda OneRepublic.
Música;Fácil;Quem canta 'Watermelon Sugar'?;Zayn;Harry Styles;Louis Tomlinson;Liam Payne;B;'Watermelon Sugar' foi lançado por Harry Styles em 2019.
Música;Fácil;Qual dessas músicas é da Anitta?;Bang;Toxic;Rain On Me;Midnight Sky;A;'Bang' é um dos hits mais conhecidos da cantora brasileira Anitta.
Música;Fácil;Qual banda é famosa por 'Sugar' e 'Girls Like You'?;Coldplay;Maroon 5;Imagine Dragons;OneRepublic;B;Maroon 5 é liderada por Adam Levine e tem diversos hits pop.
Música;Fácil;Qual dessas cantoras participou do Super Bowl 2020?;Shakira;Dua Lipa;Adele;Lady Gaga;A;Shakira dividiu o palco com Jennifer Lopez no Super Bowl LIV.
Música;Fácil;Quem é o vocalista da banda Queen?;Freddie Mercury;Bono Vox;Axl Rose;Mick Jagger;A;Freddie Mercury foi o icônico vocalista do Queen.
Música;Fácil;Qual cantora lançou o álbum '1989'?;Ariana Grande;Selena Gomez;Taylor Swift;Billie Eilish;C;'1989' foi o álbum que marcou a transição de Taylor Swift para o pop.
Música;Fácil;Quem canta 'Easy On Me'?;Adele;Lana Del Rey;Rihanna;Jessie J;A;'Easy On Me' marcou o retorno de Adele em 2021.
Música;Fácil;Quem é conhecido por tocar piano e cantar 'All of Me'?;Bruno Mars;John Legend;Ed Sheeran;Sam Smith;B;'All of Me' é um dos maiores sucessos de John Legend.
Música;Fácil;Qual grupo feminino lançou 'Wannabe'?;Spice Girls;Little Mix;Destiny's Child;Fifth Harmony;A;'Wannabe' foi o hit que lançou as Spice Girls à fama mundial.
Música;Fácil;Qual dessas músicas é da cantora Sia?;Chandelier;Halo;Poker Face;Rolling in the Deep;A;'Chandelier' é uma das músicas mais conhecidas da Sia.
Música;Fácil;Quem canta 'Just the Way You Are'?;Bruno Mars;Ne-Yo;Jason Mraz;John Mayer;A;'Just the Way You Are' foi um dos primeiros sucessos de Bruno Mars.
Música;Fácil;Qual cantora é famosa pela música 'Thank You'?;Dido;P!nk;Norah Jones;Jewel;A;'Thank You' de Dido foi amplamente reconhecida após aparecer em um sample de Eminem.
Música;Fácil;Qual dessas artistas começou no Disney Channel?;Miley Cyrus;Dua Lipa;Avril Lavigne;Billie Eilish;A;Miley Cyrus estrelou 'Hannah Montana' no Disney Channel.
Música;Fácil;Qual desses músicos foi membro do One Direction?;Harry Styles;Justin Bieber;Charlie Puth;Zedd;A;Harry Styles iniciou sua carreira no grupo One Direction.
Música;Fácil;Quem canta 'Havana'?;Camila Cabello;Selena Gomez;Becky G;Karol G;A;'Havana' foi o maior hit solo de Camila Cabello.
