Famosos;Fácil;Quem é conhecido como o Rei do Pop?;Elvis Presley;Michael Jackson;Prince;Justin Timberlake;B;Michael Jackson é conhecido mundialmente como o Rei do Pop.
Famosos;Fácil;Quem interpretou o Homem de Ferro no cinema?;Chris Hemsworth;Robert Downey Jr.;Chris Evans;Mark Ruffalo;B;Robert Downey Jr. interpretou Tony Stark desde 2008.
Famosos;Fácil;Qual cantora lançou a música 'Hello'?;Adele;Beyoncé;Rihanna;Lana Del Rey;A;'Hello' foi um grande sucesso do álbum '25' de Adele.
Famosos;Fácil;Qual ex-Beatle foi assassinado em 1980?;George Harrison;Ringo Starr;John Lennon;Paul McCartney;C;John Lennon foi assassinado em Nova York em 1980.
Famosos;Fácil;Quem é a esposa do cantor Jay-Z?;Rihanna;Nicki Minaj;Beyoncé;Alicia Keys;C;Beyoncé e Jay-Z formam um dos casais mais poderosos da música.
Famosos;Fácil;Quem interpretou Deadpool nos cinemas?;Chris Pratt;Ryan Reynolds;Ben Affleck;Bradley Cooper;B;Ryan Reynolds é o rosto do irreverente anti-herói Deadpool.
Famosos;Fácil;Qual cantor é canadense?;Ed Sheeran;Bruno Mars;Justin Bieber;Harry Styles;C;Justin Bieber nasceu em Ontario, no Canadá.
Famosos;Fácil;Quem foi o protagonista da série 'Friends' como Ross?;Matt LeBlanc;David Schwimmer;Matthew Perry;Paul Rudd;B;David Schwimmer interpretou Ross Geller em Friends.
Famosos;Fácil;Quem protagonizou o filme 'Barbie' de 2023?;Emma Stone;Margot Robbie;Scarlett Johansson;Florence Pugh;B;Margot Robbie interpretou a personagem principal em 'Barbie'.
Famosos;Fácil;Quem ganhou fama como Hannah Montana?;Selena Gomez;Demi Lovato;Miley Cyrus;Taylor Swift;C;Miley Cyrus estrelou a série da Disney como Hannah Montana.
Famosos;Médio;Quem é a cantora de 'Bad Romance'?;Katy Perry;Lady Gaga;Avril Lavigne;Adele;B;'Bad Romance' é um dos maiores sucessos da carreira de Lady Gaga.
Famosos;Médio;Quem é o ator principal da série 'The Witcher'?;Henry Cavill;Chris Pine;Liam Hemsworth;Tom Hardy;A;Henry Cavill interpreta Geralt de Rivia na série da Netflix.
Famosos;Médio;Qual atriz ganhou um Oscar por 'La La Land'?;Emma Watson;Jennifer Lawrence;Emma Stone;Natalie Portman;C;Emma Stone venceu o Oscar de Melhor Atriz por La La Land.
Famosos;Médio;Quem é o vocalista da banda Maroon 5?;Adam Levine;Bruno Mars;Ed Sheeran;Charlie Puth;A;Adam Levine é o vocalista e rosto da banda Maroon 5.
Famosos;Médio;Qual celebridade fundou a marca Fenty Beauty?;Rihanna;Cardi B;Nicki Minaj;Zendaya;A;Rihanna criou a Fenty Beauty para incluir todos os tons de pele.
Famosos;Médio;Quem interpretou o Pantera Negra?;Michael B. Jordan;Anthony Mackie;Chadwick Boseman;Idris Elba;C;Chadwick Boseman marcou o cinema como o Rei T'Challa.
Famosos;Médio;Quem é o criador da série 'Euphoria'?;Sam Levinson;Ryan Murphy;Shonda Rhimes;Kenya Barris;A;Sam Levinson é o criador e roteirista da série 'Euphoria'.
Famosos;Médio;Qual cantor é conhecido como 'O Príncipe do Pop'?;Justin Timberlake;Shawn Mendes;Justin Bieber;Ed Sheeran;C;Justin Bieber ganhou esse apelido por seu sucesso mundial jovem.
Famosos;Médio;Qual atriz interpretou Eleven em 'Stranger Things'?;Millie Bobby Brown;Sadie Sink;Natalia Dyer;Winona Ryder;A;Millie Bobby Brown ficou famosa no papel da misteriosa Eleven.
